instant,date_day,season,year,month,holiday,weekday,workingday,weathersit,temp_day,atemp,humidity_day,windspeed_day,casual_day,registered_day,total_rentals_day,casual_ratio,registered_ratio,total_rentals_agg,casual_agg,registered_agg,temp_agg,humidity_agg,windspeed_agg,hour
119,2011-04-29,summer,2011,April,No Holiday,Friday,Working Day,1,0.51,0.497463,0.457083,0.240063,878,3717,4595,0.19107725788900978,0.8089227421109902,4595,878,3717,0.51,0.45708333333333334,0.24006249999999998,0
120,2011-04-30,summer,2011,April,No Holiday,Saturday,Non-Working Day,1,0.4725,0.464021,0.503333,0.235075,1965,3347,5312,0.3699171686746988,0.6300828313253012,5312,1965,3347,0.4725,0.5033333333333333,0.235075,0
121,2011-05-01,summer,2011,May,No Holiday,Sunday,Non-Working Day,2,0.451667,0.448204,0.762083,0.106354,1138,2213,3351,0.339600119367353,0.660399880632647,3351,1138,2213,0.45166666666666666,0.7620833333333333,0.10635416666666668,0
122,2011-05-02,summer,2011,May,No Holiday,Monday,Working Day,2,0.549167,0.532833,0.73,0.183454,847,3554,4401,0.19245625994092252,0.8075437400590775,4401,847,3554,0.5491666666666667,0.73,0.18345416666666667,0
123,2011-05-03,summer,2011,May,No Holiday,Tuesday,Working Day,2,0.616667,0.582079,0.697083,0.342667,603,3848,4451,0.1354751741181757,0.8645248258818243,4451,603,3848,0.6166666666666667,0.6970833333333334,0.3426666666666667,0
124,2011-05-04,summer,2011,May,No Holiday,Wednesday,Working Day,2,0.414167,0.40465,0.737083,0.328996,255,2378,2633,0.09684770224078998,0.90315229775921,2633,255,2378,0.4141666666666666,0.7370833333333334,0.3289958333333333,0
125,2011-05-05,summer,2011,May,No Holiday,Thursday,Working Day,1,0.459167,0.441917,0.444167,0.295392,614,3819,4433,0.1385066546356869,0.8614933453643131,4433,614,3819,0.45916666666666667,0.44416666666666665,0.29539166666666666,0
126,2011-05-06,summer,2011,May,No Holiday,Friday,Working Day,1,0.479167,0.474117,0.59,0.228246,894,3714,4608,0.19401041666666666,0.8059895833333334,4608,894,3714,0.4791666666666667,0.59,0.22824583333333334,0
127,2011-05-07,summer,2011,May,No Holiday,Saturday,Non-Working Day,1,0.52,0.512621,0.54125,0.16045,1612,3102,4714,0.3419601187950785,0.6580398812049215,4714,1612,3102,0.52,0.54125,0.16045,0
128,2011-05-08,summer,2011,May,No Holiday,Sunday,Non-Working Day,1,0.528333,0.518933,0.631667,0.0746375,1401,2932,4333,0.32333256404338795,0.676667435956612,4333,1401,2932,0.5283333333333333,0.6316666666666667,0.0746375,0
129,2011-05-09,summer,2011,May,No Holiday,Monday,Working Day,1,0.5325,0.525246,0.58875,0.176,664,3698,4362,0.1522237505731316,0.8477762494268684,4362,664,3698,0.5325,0.58875,0.17600000000000002,0
130,2011-05-10,summer,2011,May,No Holiday,Tuesday,Working Day,1,0.5325,0.522721,0.489167,0.115671,694,4109,4803,0.14449302519258797,0.855506974807412,4803,694,4109,0.5325000000000001,0.4891666666666667,0.11567083333333333,0
131,2011-05-11,summer,2011,May,No Holiday,Wednesday,Working Day,1,0.5425,0.5284,0.632917,0.120642,550,3632,4182,0.13151602104256338,0.8684839789574367,4182,550,3632,0.5425,0.6329166666666667,0.12064166666666666,0
132,2011-05-12,summer,2011,May,No Holiday,Thursday,Working Day,1,0.535,0.523363,0.7475,0.189667,695,4169,4864,0.14288651315789475,0.8571134868421053,4864,695,4169,0.535,0.7475,0.18966666666666665,0
133,2011-05-13,summer,2011,May,No Holiday,Friday,Working Day,2,0.5125,0.4943,0.863333,0.179725,692,3413,4105,0.16857490864799027,0.8314250913520097,4105,692,3413,0.5125000000000001,0.8633333333333333,0.17972500000000002,0
134,2011-05-14,summer,2011,May,No Holiday,Saturday,Non-Working Day,2,0.520833,0.500629,0.9225,0.13495,902,2507,3409,0.26459372249926666,0.7354062775007334,3409,902,2507,0.5208333333333334,0.9225,0.13495,0
135,2011-05-15,summer,2011,May,No Holiday,Sunday,Non-Working Day,2,0.5625,0.536,0.867083,0.152979,1582,2971,4553,0.3474632110696244,0.6525367889303756,4553,1582,2971,0.5625,0.8670833333333333,0.15297916666666667,0
136,2011-05-16,summer,2011,May,No Holiday,Monday,Working Day,1,0.5775,0.550512,0.787917,0.126871,773,3185,3958,0.19530065689742293,0.8046993431025771,3958,773,3185,0.5775,0.7879166666666667,0.12687083333333335,0
137,2011-05-17,summer,2011,May,No Holiday,Tuesday,Working Day,2,0.561667,0.538529,0.837917,0.277354,678,3445,4123,0.16444336648071792,0.8355566335192821,4123,678,3445,0.5616666666666666,0.8379166666666666,0.2773541666666666,0
138,2011-05-18,summer,2011,May,No Holiday,Wednesday,Working Day,2,0.55,0.527158,0.87,0.201492,536,3319,3855,0.1390402075226978,0.8609597924773023,3855,536,3319,0.55,0.87,0.20149166666666665,0
139,2011-05-19,summer,2011,May,No Holiday,Thursday,Working Day,2,0.530833,0.510742,0.829583,0.108213,735,3840,4575,0.16065573770491803,0.839344262295082,4575,735,3840,0.5308333333333334,0.8295833333333333,0.1082125,0
140,2011-05-20,summer,2011,May,No Holiday,Friday,Working Day,1,0.536667,0.529042,0.719583,0.125013,909,4008,4917,0.18486882245271508,0.8151311775472849,4917,909,4008,0.5366666666666667,0.7195833333333334,0.1250125,0
141,2011-05-21,summer,2011,May,No Holiday,Saturday,Non-Working Day,1,0.6025,0.571975,0.626667,0.12065,2258,3547,5805,0.38897502153316105,0.6110249784668389,5805,2258,3547,0.6025,0.6266666666666666,0.12065,0
142,2011-05-22,summer,2011,May,No Holiday,Sunday,Non-Working Day,1,0.604167,0.5745,0.749583,0.148008,1576,3084,4660,0.3381974248927039,0.6618025751072961,4660,1576,3084,0.6041666666666666,0.7495833333333333,0.14800833333333333,0
143,2011-05-23,summer,2011,May,No Holiday,Monday,Working Day,2,0.631667,0.590296,0.81,0.233842,836,3438,4274,0.19560131024801122,0.8043986897519888,4274,836,3438,0.6316666666666667,0.8099999999999999,0.23384166666666664,0
144,2011-05-24,summer,2011,May,No Holiday,Tuesday,Working Day,2,0.66,0.604813,0.740833,0.207092,659,3833,4492,0.1467052537845058,0.8532947462154942,4492,659,3833,0.66,0.7408333333333333,0.20709166666666667,0
145,2011-05-25,summer,2011,May,No Holiday,Wednesday,Working Day,1,0.660833,0.615542,0.69625,0.154233,740,4238,4978,0.14865407794294896,0.8513459220570511,4978,740,4238,0.6608333333333333,0.69625,0.15423333333333333,0
146,2011-05-26,summer,2011,May,No Holiday,Thursday,Working Day,1,0.708333,0.654688,0.6775,0.199642,758,3919,4677,0.16206970280094077,0.8379302971990592,4677,758,3919,0.7083333333333334,0.6775000000000001,0.1996416666666667,0
147,2011-05-27,summer,2011,May,No Holiday,Friday,Working Day,1,0.681667,0.637008,0.65375,0.240679,871,3808,4679,0.1861508869416542,0.8138491130583458,4679,871,3808,0.6816666666666666,0.6537499999999999,0.24067916666666667,0
148,2011-05-28,summer,2011,May,No Holiday,Saturday,Non-Working Day,1,0.655833,0.612379,0.729583,0.230092,2001,2757,4758,0.42055485498108447,0.5794451450189155,4758,2001,2757,0.6558333333333334,0.7295833333333334,0.23009166666666667,0
149,2011-05-29,summer,2011,May,No Holiday,Sunday,Non-Working Day,1,0.6675,0.61555,0.81875,0.213938,2355,2433,4788,0.4918546365914787,0.5081453634085213,4788,2355,2433,0.6675,0.81875,0.2139375,0
150,2011-05-30,summer,2011,May,Holiday,Monday,Non-Working Day,1,0.733333,0.671092,0.685,0.131225,1549,2549,4098,0.37798926305514885,0.6220107369448511,4098,1549,2549,0.7333333333333334,0.6849999999999999,0.131225,0
151,2011-05-31,summer,2011,May,No Holiday,Tuesday,Working Day,1,0.775,0.725383,0.636667,0.111329,673,3309,3982,0.16901054746358612,0.8309894525364139,3982,673,3309,0.775,0.6366666666666666,0.11132916666666666,0
152,2011-06-01,summer,2011,June,No Holiday,Wednesday,Working Day,2,0.764167,0.720967,0.677083,0.207092,513,3461,3974,0.12908907901358832,0.8709109209864117,3974,513,3461,0.7641666666666667,0.6770833333333334,0.20709166666666667,0
153,2011-06-02,summer,2011,June,No Holiday,Thursday,Working Day,1,0.715,0.643942,0.305,0.292287,736,4232,4968,0.14814814814814814,0.8518518518518519,4968,736,4232,0.715,0.305,0.2922875,0
154,2011-06-03,summer,2011,June,No Holiday,Friday,Working Day,1,0.62,0.587133,0.354167,0.253121,898,4414,5312,0.1690512048192771,0.8309487951807228,5312,898,4414,0.62,0.3541666666666667,0.25312083333333335,0
155,2011-06-04,summer,2011,June,No Holiday,Saturday,Non-Working Day,1,0.635,0.594696,0.45625,0.123142,1869,3473,5342,0.34986896293523023,0.6501310370647697,5342,1869,3473,0.635,0.45625,0.12314166666666666,0
156,2011-06-05,summer,2011,June,No Holiday,Sunday,Non-Working Day,2,0.648333,0.616804,0.6525,0.138692,1685,3221,4906,0.3434569914390542,0.6565430085609458,4906,1685,3221,0.6483333333333333,0.6525,0.13869166666666669,0
157,2011-06-06,summer,2011,June,No Holiday,Monday,Working Day,1,0.678333,0.621858,0.6,0.121896,673,3875,4548,0.14797713280562885,0.8520228671943711,4548,673,3875,0.6783333333333333,0.6,0.12189583333333333,0
158,2011-06-07,summer,2011,June,No Holiday,Tuesday,Working Day,1,0.7075,0.65595,0.597917,0.187808,763,4070,4833,0.1578729567556383,0.8421270432443617,4833,763,4070,0.7075,0.5979166666666667,0.18780833333333333,0
159,2011-06-08,summer,2011,June,No Holiday,Wednesday,Working Day,1,0.775833,0.727279,0.622083,0.136817,676,3725,4401,0.15360145421495114,0.8463985457850488,4401,676,3725,0.7758333333333334,0.6220833333333333,0.13681666666666667,0
160,2011-06-09,summer,2011,June,No Holiday,Thursday,Working Day,2,0.808333,0.757579,0.568333,0.149883,563,3352,3915,0.1438058748403576,0.8561941251596424,3915,563,3352,0.8083333333333332,0.5683333333333334,0.14988333333333334,0
161,2011-06-10,summer,2011,June,No Holiday,Friday,Working Day,1,0.755,0.703292,0.605,0.140554,815,3771,4586,0.17771478412559966,0.8222852158744004,4586,815,3771,0.755,0.605,0.14055416666666667,0
162,2011-06-11,summer,2011,June,No Holiday,Saturday,Non-Working Day,1,0.725,0.678038,0.654583,0.15485,1729,3237,4966,0.3481675392670157,0.6518324607329843,4966,1729,3237,0.725,0.6545833333333334,0.15485000000000002,0
163,2011-06-12,summer,2011,June,No Holiday,Sunday,Non-Working Day,1,0.6925,0.643325,0.747917,0.163567,1467,2993,4460,0.3289237668161435,0.6710762331838565,4460,1467,2993,0.6925,0.7479166666666667,0.16356666666666667,0
164,2011-06-13,summer,2011,June,No Holiday,Monday,Working Day,1,0.635,0.601654,0.494583,0.30535,863,4157,5020,0.17191235059760956,0.8280876494023904,5020,863,4157,0.635,0.4945833333333333,0.30535,0
165,2011-06-14,summer,2011,June,No Holiday,Tuesday,Working Day,1,0.604167,0.591546,0.507083,0.269283,727,4164,4891,0.14864035984461255,0.8513596401553875,4891,727,4164,0.6041666666666666,0.5070833333333333,0.2692833333333333,0
166,2011-06-15,summer,2011,June,No Holiday,Wednesday,Working Day,1,0.626667,0.587754,0.471667,0.167912,769,4411,5180,0.14845559845559844,0.8515444015444016,5180,769,4411,0.6266666666666666,0.4716666666666667,0.16791250000000002,0
167,2011-06-16,summer,2011,June,No Holiday,Thursday,Working Day,2,0.628333,0.595346,0.688333,0.206471,545,3222,3767,0.14467746217148925,0.8553225378285108,3767,545,3222,0.6283333333333333,0.6883333333333334,0.20647083333333335,0
168,2011-06-17,summer,2011,June,No Holiday,Friday,Working Day,1,0.649167,0.600383,0.735833,0.143029,863,3981,4844,0.17815854665565647,0.8218414533443436,4844,863,3981,0.6491666666666667,0.7358333333333333,0.14302916666666668,0
169,2011-06-18,summer,2011,June,No Holiday,Saturday,Non-Working Day,1,0.696667,0.643954,0.670417,0.119408,1807,3312,5119,0.352998632545419,0.6470013674545809,5119,1807,3312,0.6966666666666667,0.6704166666666667,0.11940833333333334,0
170,2011-06-19,summer,2011,June,No Holiday,Sunday,Non-Working Day,2,0.699167,0.645846,0.666667,0.102,1639,3105,4744,0.34548903878583476,0.6545109612141653,4744,1639,3105,0.6991666666666667,0.6666666666666666,0.102,0
171,2011-06-20,summer,2011,June,No Holiday,Monday,Working Day,2,0.635,0.595346,0.74625,0.155475,699,3311,4010,0.1743142144638404,0.8256857855361596,4010,699,3311,0.635,0.74625,0.155475,0
172,2011-06-21,fall,2011,June,No Holiday,Tuesday,Working Day,2,0.680833,0.637646,0.770417,0.171025,774,4061,4835,0.16008273009307136,0.8399172699069286,4835,774,4061,0.6808333333333333,0.7704166666666666,0.17102499999999998,0
173,2011-06-22,fall,2011,June,No Holiday,Wednesday,Working Day,1,0.733333,0.693829,0.7075,0.172262,661,3846,4507,0.14666074994453074,0.8533392500554693,4507,661,3846,0.7333333333333334,0.7075,0.17226249999999999,0
174,2011-06-23,fall,2011,June,No Holiday,Thursday,Working Day,2,0.728333,0.693833,0.703333,0.238804,746,4044,4790,0.155741127348643,0.844258872651357,4790,746,4044,0.7283333333333334,0.7033333333333333,0.23880416666666668,0
175,2011-06-24,fall,2011,June,No Holiday,Friday,Working Day,1,0.724167,0.656583,0.573333,0.222025,969,4022,4991,0.1941494690442797,0.8058505309557203,4991,969,4022,0.7241666666666666,0.5733333333333334,0.222025,0
176,2011-06-25,fall,2011,June,No Holiday,Saturday,Non-Working Day,1,0.695,0.643313,0.483333,0.209571,1782,3420,5202,0.34256055363321797,0.657439446366782,5202,1782,3420,0.695,0.48333333333333334,0.20957083333333335,0
177,2011-06-26,fall,2011,June,No Holiday,Sunday,Non-Working Day,1,0.68,0.637629,0.513333,0.0945333,1920,3385,5305,0.36192271442035817,0.6380772855796418,5305,1920,3385,0.68,0.5133333333333333,0.09453333333333334,0
178,2011-06-27,fall,2011,June,No Holiday,Monday,Working Day,2,0.6825,0.637004,0.658333,0.107588,854,3854,4708,0.18139337298215802,0.8186066270178419,4708,854,3854,0.6825,0.6583333333333333,0.1075875,0
179,2011-06-28,fall,2011,June,No Holiday,Tuesday,Working Day,1,0.744167,0.692558,0.634167,0.144283,732,3916,4648,0.15748709122203097,0.842512908777969,4648,732,3916,0.7441666666666666,0.6341666666666667,0.14428333333333335,0
180,2011-06-29,fall,2011,June,No Holiday,Wednesday,Working Day,1,0.728333,0.654688,0.497917,0.261821,848,4377,5225,0.16229665071770336,0.8377033492822966,5225,848,4377,0.7283333333333334,0.4979166666666666,0.26182083333333334,0
181,2011-06-30,fall,2011,June,No Holiday,Thursday,Working Day,1,0.696667,0.637008,0.434167,0.185312,1027,4488,5515,0.18621940163191297,0.813780598368087,5515,1027,4488,0.6966666666666667,0.43416666666666665,0.1853125,0
182,2011-07-01,fall,2011,July,No Holiday,Friday,Working Day,1,0.7225,0.652162,0.39625,0.102608,1246,4116,5362,0.23237597911227154,0.7676240208877284,5362,1246,4116,0.7225,0.39625,0.10260833333333334,0
183,2011-07-02,fall,2011,July,No Holiday,Saturday,Non-Working Day,1,0.738333,0.667308,0.444583,0.115062,2204,2915,5119,0.4305528423520219,0.5694471576479782,5119,2204,2915,0.7383333333333333,0.44458333333333333,0.1150625,0
184,2011-07-03,fall,2011,July,No Holiday,Sunday,Non-Working Day,2,0.716667,0.668575,0.6825,0.228858,2282,2367,4649,0.4908582490858249,0.5091417509141751,4649,2282,2367,0.7166666666666667,0.6825,0.2288583333333333,0
185,2011-07-04,fall,2011,July,Holiday,Monday,Non-Working Day,2,0.726667,0.665417,0.637917,0.0814792,3065,2978,6043,0.5071984113850736,0.49280158861492634,6043,3065,2978,0.7266666666666667,0.6379166666666667,0.08147916666666667,0
186,2011-07-05,fall,2011,July,No Holiday,Tuesday,Working Day,1,0.746667,0.696338,0.590417,0.126258,1031,3634,4665,0.2210075026795284,0.7789924973204716,4665,1031,3634,0.7466666666666667,0.5904166666666667,0.12625833333333333,0
187,2011-07-06,fall,2011,July,No Holiday,Wednesday,Working Day,1,0.72,0.685633,0.743333,0.149883,784,3845,4629,0.16936703391661265,0.8306329660833873,4629,784,3845,0.7200000000000001,0.7433333333333333,0.14988333333333334,0
188,2011-07-07,fall,2011,July,No Holiday,Thursday,Working Day,1,0.75,0.686871,0.65125,0.1592,754,3838,4592,0.16419860627177701,0.835801393728223,4592,754,3838,0.75,0.65125,0.1592,0
189,2011-07-08,fall,2011,July,No Holiday,Friday,Working Day,2,0.709167,0.670483,0.757917,0.225129,692,3348,4040,0.1712871287128713,0.8287128712871287,4040,692,3348,0.7091666666666666,0.7579166666666667,0.22512916666666669,0
190,2011-07-09,fall,2011,July,No Holiday,Saturday,Non-Working Day,1,0.733333,0.664158,0.609167,0.167912,1988,3348,5336,0.37256371814092953,0.6274362818590704,5336,1988,3348,0.7333333333333334,0.6091666666666666,0.16791250000000002,0
191,2011-07-10,fall,2011,July,No Holiday,Sunday,Non-Working Day,1,0.7475,0.690025,0.578333,0.183471,1743,3138,4881,0.35709895513214507,0.6429010448678549,4881,1743,3138,0.7475,0.5783333333333334,0.18347083333333333,0
192,2011-07-11,fall,2011,July,No Holiday,Monday,Working Day,1,0.7625,0.729804,0.635833,0.282337,723,3363,4086,0.17694566813509544,0.8230543318649045,4086,723,3363,0.7625000000000001,0.6358333333333334,0.28233749999999996,0
193,2011-07-12,fall,2011,July,No Holiday,Tuesday,Working Day,1,0.794167,0.739275,0.559167,0.200254,662,3596,4258,0.15547205260685767,0.8445279473931423,4258,662,3596,0.7941666666666666,0.5591666666666667,0.20025416666666665,0
194,2011-07-13,fall,2011,July,No Holiday,Wednesday,Working Day,1,0.746667,0.689404,0.631667,0.146133,748,3594,4342,0.17227084292952557,0.8277291570704745,4342,748,3594,0.7466666666666666,0.6316666666666667,0.14613333333333334,0
195,2011-07-14,fall,2011,July,No Holiday,Thursday,Working Day,1,0.680833,0.635104,0.47625,0.240667,888,4196,5084,0.17466561762391816,0.8253343823760818,5084,888,4196,0.6808333333333333,0.47625,0.24066666666666667,0
196,2011-07-15,fall,2011,July,No Holiday,Friday,Working Day,1,0.663333,0.624371,0.59125,0.182833,1318,4220,5538,0.23799205489346334,0.7620079451065367,5538,1318,4220,0.6633333333333333,0.5912499999999999,0.18283333333333332,0
197,2011-07-16,fall,2011,July,No Holiday,Saturday,Non-Working Day,1,0.686667,0.638263,0.585,0.208342,2418,3505,5923,0.40823906803984467,0.5917609319601553,5923,2418,3505,0.6866666666666666,0.5850000000000001,0.20834166666666668,0
198,2011-07-17,fall,2011,July,No Holiday,Sunday,Non-Working Day,1,0.719167,0.669833,0.604167,0.245033,2006,3296,5302,0.3783477932855526,0.6216522067144474,5302,2006,3296,0.7191666666666667,0.6041666666666666,0.24503333333333333,0
199,2011-07-18,fall,2011,July,No Holiday,Monday,Working Day,1,0.746667,0.703925,0.65125,0.215804,841,3617,4458,0.1886496186630776,0.8113503813369224,4458,841,3617,0.7466666666666667,0.65125,0.21580416666666669,0
200,2011-07-19,fall,2011,July,No Holiday,Tuesday,Working Day,1,0.776667,0.747479,0.650417,0.1306,752,3789,4541,0.16560229024443954,0.8343977097555605,4541,752,3789,0.7766666666666667,0.6504166666666666,0.13060000000000002,0
201,2011-07-20,fall,2011,July,No Holiday,Wednesday,Working Day,1,0.768333,0.74685,0.707083,0.113817,644,3688,4332,0.14866112650046168,0.8513388734995383,4332,644,3688,0.7683333333333334,0.7070833333333333,0.11381666666666666,0
202,2011-07-21,fall,2011,July,No Holiday,Thursday,Working Day,2,0.815,0.826371,0.69125,0.222021,632,3152,3784,0.16701902748414377,0.8329809725158562,3784,632,3152,0.815,0.69125,0.22202083333333333,0
203,2011-07-22,fall,2011,July,No Holiday,Friday,Working Day,1,0.848333,0.840896,0.580417,0.1331,562,2825,3387,0.16592855033953352,0.8340714496604665,3387,562,2825,0.8483333333333333,0.5804166666666667,0.1331,0
204,2011-07-23,fall,2011,July,No Holiday,Saturday,Non-Working Day,1,0.849167,0.804287,0.5,0.131221,987,2298,3285,0.3004566210045662,0.6995433789954338,3285,987,2298,0.8491666666666666,0.5,0.13122083333333331,0
205,2011-07-24,fall,2011,July,No Holiday,Sunday,Non-Working Day,1,0.83,0.794829,0.550833,0.169171,1050,2556,3606,0.2911813643926789,0.7088186356073212,3606,1050,2556,0.8300000000000001,0.5508333333333334,0.16917083333333335,0
206,2011-07-25,fall,2011,July,No Holiday,Monday,Working Day,1,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,0.14791666666666667,0.8520833333333333,3840,568,3272,0.7433333333333333,0.7570833333333332,0.09080833333333332,0
207,2011-07-26,fall,2011,July,No Holiday,Tuesday,Working Day,1,0.771667,0.696979,0.540833,0.200258,750,3840,4590,0.16339869281045752,0.8366013071895425,4590,750,3840,0.7716666666666666,0.5408333333333334,0.20025833333333332,0
208,2011-07-27,fall,2011,July,No Holiday,Wednesday,Working Day,1,0.775,0.690667,0.402917,0.183463,755,3901,4656,0.16215635738831616,0.8378436426116839,4656,755,3901,0.775,0.40291666666666665,0.1834625,0
209,2011-07-28,fall,2011,July,No Holiday,Thursday,Working Day,1,0.779167,0.7399,0.583333,0.178479,606,3784,4390,0.13804100227790433,0.8619589977220957,4390,606,3784,0.7791666666666667,0.5833333333333334,0.17847916666666666,0
210,2011-07-29,fall,2011,July,No Holiday,Friday,Working Day,1,0.838333,0.785967,0.5425,0.174138,670,3176,3846,0.17420696827873114,0.8257930317212688,3846,670,3176,0.8383333333333334,0.5425,0.17413750000000003,0
211,2011-07-30,fall,2011,July,No Holiday,Saturday,Non-Working Day,1,0.804167,0.728537,0.465833,0.168537,1559,2916,4475,0.3483798882681564,0.6516201117318435,4475,1559,2916,0.8041666666666667,0.4658333333333333,0.1685375,0
212,2011-07-31,fall,2011,July,No Holiday,Sunday,Non-Working Day,1,0.805833,0.729796,0.480833,0.164813,1524,2778,4302,0.3542538354253835,0.6457461645746164,4302,1524,2778,0.8058333333333333,0.4808333333333333,0.1648125,0
213,2011-08-01,fall,2011,August,No Holiday,Monday,Working Day,1,0.771667,0.703292,0.550833,0.156717,729,3537,4266,0.17088607594936708,0.8291139240506329,4266,729,3537,0.7716666666666666,0.5508333333333333,0.15671666666666667,0
214,2011-08-02,fall,2011,August,No Holiday,Tuesday,Working Day,1,0.783333,0.707071,0.49125,0.20585,801,4044,4845,0.1653250773993808,0.8346749226006192,4845,801,4044,0.7833333333333333,0.49124999999999996,0.20585,0
215,2011-08-03,fall,2011,August,No Holiday,Wednesday,Working Day,2,0.731667,0.679937,0.6575,0.135583,467,3107,3574,0.1306659205372132,0.8693340794627868,3574,467,3107,0.7316666666666666,0.6575,0.13558333333333333,0
216,2011-08-04,fall,2011,August,No Holiday,Thursday,Working Day,2,0.71,0.664788,0.7575,0.19715,799,3777,4576,0.17460664335664336,0.8253933566433567,4576,799,3777,0.71,0.7575,0.19715000000000002,0
217,2011-08-05,fall,2011,August,No Holiday,Friday,Working Day,1,0.710833,0.656567,0.630833,0.184696,1023,3843,4866,0.21023427866831074,0.7897657213316893,4866,1023,3843,0.7108333333333333,0.6308333333333334,0.1846958333333333,0
218,2011-08-06,fall,2011,August,No Holiday,Saturday,Non-Working Day,2,0.716667,0.676154,0.755,0.22825,1521,2773,4294,0.35421518397764323,0.6457848160223568,4294,1521,2773,0.7166666666666667,0.755,0.22824999999999998,0
219,2011-08-07,fall,2011,August,No Holiday,Sunday,Non-Working Day,1,0.7425,0.715292,0.752917,0.201487,1298,2487,3785,0.3429326287978864,0.6570673712021136,3785,1298,2487,0.7425,0.7529166666666667,0.2014875,0
220,2011-08-08,fall,2011,August,No Holiday,Monday,Working Day,1,0.765,0.703283,0.592083,0.192175,846,3480,4326,0.1955617198335645,0.8044382801664355,4326,846,3480,0.765,0.5920833333333334,0.19217499999999998,0
221,2011-08-09,fall,2011,August,No Holiday,Tuesday,Working Day,1,0.775,0.724121,0.570417,0.151121,907,3695,4602,0.19708822251195132,0.8029117774880487,4602,907,3695,0.775,0.5704166666666667,0.15112083333333334,0
222,2011-08-10,fall,2011,August,No Holiday,Wednesday,Working Day,1,0.766667,0.684983,0.424167,0.200258,884,3896,4780,0.18493723849372384,0.8150627615062761,4780,884,3896,0.7666666666666666,0.42416666666666664,0.20025833333333332,0
223,2011-08-11,fall,2011,August,No Holiday,Thursday,Working Day,1,0.7175,0.651521,0.42375,0.164796,812,3980,4792,0.169449081803005,0.830550918196995,4792,812,3980,0.7174999999999999,0.42375,0.16479583333333334,0
224,2011-08-12,fall,2011,August,No Holiday,Friday,Working Day,1,0.708333,0.654042,0.415,0.125621,1051,3854,4905,0.2142711518858308,0.7857288481141692,4905,1051,3854,0.7083333333333334,0.41500000000000004,0.12562083333333332,0
225,2011-08-13,fall,2011,August,No Holiday,Saturday,Non-Working Day,2,0.685833,0.645858,0.729583,0.211454,1504,2646,4150,0.3624096385542169,0.6375903614457832,4150,1504,2646,0.6858333333333334,0.7295833333333333,0.2114541666666667,0
226,2011-08-14,fall,2011,August,No Holiday,Sunday,Non-Working Day,2,0.676667,0.624388,0.8175,0.222633,1338,2482,3820,0.35026178010471204,0.6497382198952879,3820,1338,2482,0.6766666666666666,0.8175,0.22263333333333335,0
227,2011-08-15,fall,2011,August,No Holiday,Monday,Working Day,1,0.665833,0.616167,0.712083,0.208954,775,3563,4338,0.17865375749193177,0.8213462425080682,4338,775,3563,0.6658333333333334,0.7120833333333333,0.20895416666666666,0
228,2011-08-16,fall,2011,August,No Holiday,Tuesday,Working Day,1,0.700833,0.645837,0.578333,0.236329,721,4004,4725,0.15259259259259259,0.8474074074074074,4725,721,4004,0.7008333333333333,0.5783333333333333,0.23632916666666667,0
229,2011-08-17,fall,2011,August,No Holiday,Wednesday,Working Day,1,0.723333,0.666671,0.575417,0.143667,668,4026,4694,0.14230933106092886,0.8576906689390712,4694,668,4026,0.7233333333333333,0.5754166666666667,0.14366666666666666,0
230,2011-08-18,fall,2011,August,No Holiday,Thursday,Working Day,1,0.711667,0.662258,0.654583,0.233208,639,3166,3805,0.16793692509855454,0.8320630749014455,3805,639,3166,0.7116666666666668,0.6545833333333334,0.23320833333333335,0
231,2011-08-19,fall,2011,August,No Holiday,Friday,Working Day,2,0.685,0.633221,0.722917,0.139308,797,3356,4153,0.19190946303876716,0.8080905369612329,4153,797,3356,0.685,0.7229166666666668,0.13930833333333334,0
232,2011-08-20,fall,2011,August,No Holiday,Saturday,Non-Working Day,1,0.6975,0.648996,0.674167,0.104467,1914,3277,5191,0.3687150837988827,0.6312849162011173,5191,1914,3277,0.6974999999999999,0.6741666666666667,0.10446666666666667,0
233,2011-08-21,fall,2011,August,No Holiday,Sunday,Non-Working Day,1,0.710833,0.675525,0.77,0.248754,1249,2624,3873,0.3224890265943713,0.6775109734056287,3873,1249,2624,0.7108333333333333,0.77,0.2487541666666667,0
234,2011-08-22,fall,2011,August,No Holiday,Monday,Working Day,1,0.691667,0.638254,0.47,0.27675,833,3925,4758,0.17507356031946195,0.824926439680538,4758,833,3925,0.6916666666666668,0.47,0.27675,0
235,2011-08-23,fall,2011,August,No Holiday,Tuesday,Working Day,1,0.640833,0.606067,0.455417,0.146763,1281,4614,5895,0.2173027989821883,0.7826972010178117,5895,1281,4614,0.6408333333333333,0.45541666666666664,0.1467625,0
236,2011-08-24,fall,2011,August,No Holiday,Wednesday,Working Day,1,0.673333,0.630692,0.605,0.253108,949,4181,5130,0.18499025341130604,0.815009746588694,5130,949,4181,0.6733333333333333,0.605,0.2531083333333333,0
237,2011-08-25,fall,2011,August,No Holiday,Thursday,Working Day,2,0.684167,0.645854,0.771667,0.210833,435,3107,3542,0.1228119706380576,0.8771880293619424,3542,435,3107,0.6841666666666667,0.7716666666666666,0.21083333333333334,0
